age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1579,50, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
35, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private, Assoc-voc, Married-AF-spouse, Farming-fishing, Husband, White, Male,0,0,44, United-States, >50K
35, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,75, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,10, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
18, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
31, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,60, United-States, >50K
30, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
55, Self-emp-not-inc, Bachelors, Widowed, Sales, Unmarried, White, Female,0,0,15, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Preschool, Married-spouse-absent, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,32, United-States, >50K
34, State-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,60, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,5, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, Mexico, <=50K
36, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,18, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,40, United-States, >50K
46, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, United-States, >50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, >50K
27, Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Male,2174,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,8614,0,44, United-States, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
53, Federal-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
34, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,25, United-States, >50K
34, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,36, United-States, <=50K
48, Private, 10th, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
36, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,45, United-States, >50K
31, Private, Assoc-voc, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,40, United-States, >50K
72, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,65, United-States, >50K
75, Self-emp-not-inc, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,2231,40, United-States, >50K
29, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
53, Private, Preschool, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
38, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,60, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
39, Federal-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
48, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,58, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,213,40, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6514,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,14, United-States, <=50K
25, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Separated, Farming-fishing, Other-relative, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
49, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, 11th, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,14084,0,50, United-States, >50K
38, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, HS-grad, Separated, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,65, United-States, <=50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
28, Private, 9th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,24, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
74, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,25, United-States, >50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States, >50K
54, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,80, United-States, <=50K
61, Private, 11th, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
52, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Separated, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
53, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
60, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,3325,0,42, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, State-gov, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Female,0,2258,50, United-States, >50K
31, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
55, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,50, Germany, <=50K
50, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,14344,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,41, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States, >50K
70, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,24, United-States, >50K
31, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,8614,0,40, England, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,50, United-States, >50K
49, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,2407,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,44, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,55, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,32, United-States, >50K
39, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,99999,0,20, United-States, >50K
63, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,48, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
35, Federal-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
63, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
57, State-gov, Doctorate, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,10520,0,50, United-States, >50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,3137,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, Germany, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
53, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
50, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
51, Federal-gov, Masters, Widowed, Sales, Unmarried, White, Male,0,0,50, El-Salvador, >50K
22, State-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, 12th, Married-civ-spouse, Transport-moving, Husband, Black, Male,7688,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Jamaica, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, >50K
48, Local-gov, Masters, Divorced, Exec-managerial, Unmarried, Black, Female,9562,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
28, Private, 12th, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,7688,0,45, United-States, >50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,4064,0,22, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,46, United-States, >50K
31, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,70, Canada, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,40, Philippines, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Preschool, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
32, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,32, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
28, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,48, England, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,3464,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Male,0,0,5, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50K
32, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
